,accession,duf_number
5083,PF26220,DUF8047
5084,PF26222,DUF8048
5085,PF26223,DUF8049
5086,PF26224,DUF8050
5087,PF26225,DUF8051
5088,PF26226,DUF8052
5089,PF26227,DUF8053
5090,PF26239,DUF8054
5091,PF26240,DUF8055
5092,PF26243,DUF8056
5093,PF26244,DUF8057
5094,PF26247,DUF8058
5095,PF26248,DUF8059
5096,PF26256,DUF8060
5097,PF26257,DUF8061
5098,PF26258,DUF8062
5099,PF26259,DUF8063
5100,PF26260,DUF8064
5101,PF26261,DUF8065
5102,PF26262,DUF8066
5103,PF26263,DUF8067
5104,PF26265,DUF8068
5105,PF26266,DUF8069
5106,PF26267,DUF8070
5107,PF26268,DUF8071
5108,PF26269,DUF8072
5109,PF26274,DUF8073
5110,PF26275,DUF8074
5111,PF26276,DUF8075
5112,PF26277,DUF8076
5113,PF26284,DUF8077
5114,PF26287,DUF8078
5115,PF26290,DUF8079
5116,PF26296,DUF8080
5117,PF26297,DUF8081
5118,PF26309,DUF8082
5119,PF26312,DUF8083
5120,PF26329,DUF8084
5121,PF26331,DUF8086
5122,PF26332,DUF8087
5123,PF26338,DUF8088
5124,PF26339,DUF8089
5125,PF26350,DUF8090
5126,PF26351,DUF8091
5127,PF26357,DUF8092
5128,PF26362,DUF8093
5129,PF26366,DUF8094
5130,PF26367,DUF8095
5131,PF26372,DUF8096
5132,PF26397,DUF8097
5133,PF26400,DUF8098
5134,PF26401,DUF8099
5135,PF26402,DUF8100
5136,PF26403,DUF8101
5137,PF26405,DUF8103
5138,PF26406,DUF8104
5139,PF26407,DUF8105
5140,PF26408,DUF8106
5141,PF26409,DUF8107
5142,PF26413,DUF8108
5143,PF26414,DUF8109
5144,PF26415,DUF8110
5145,PF26417,DUF8112
5146,PF26418,DUF8113
5147,PF26419,DUF8114
5148,PF26424,DUF8115
5149,PF26426,DUF8116
5150,PF26431,DUF8117
5151,PF26435,DUF8118
5152,PF26436,DUF8119
5153,PF26439,DUF8120
5154,PF26441,DUF8121
5155,PF26443,DUF8122
5156,PF26444,DUF8123
5157,PF26445,DUF8124
5158,PF26446,DUF8125
5159,PF26447,DUF8125
5160,PF26448,DUF8127
5161,PF26449,DUF8128
5162,PF26450,DUF8129
5163,PF26451,DUF8130
5164,PF26452,DUF8131
5165,PF26453,DUF8132
5166,PF26454,DUF8133
5167,PF26455,DUF8134
5168,PF26456,DUF8135
5169,PF26457,DUF8136
5170,PF26458,DUF8137
5171,PF26459,DUF8138
5172,PF26460,DUF8139
5173,PF26464,DUF8141
5174,PF26465,DUF8142
5175,PF26467,DUF8143
5176,PF26469,DUF8144
5177,PF26470,DUF8145
5178,PF26471,DUF8146
5179,PF26472,DUF8147
5180,PF26473,DUF8148
5181,PF26476,DUF8149
5182,PF26477,DUF8150
5183,PF26478,DUF8151
5184,PF26479,DUF8152
5185,PF26480,DUF8153
5186,PF26481,DUF8154
5187,PF26482,DUF8155
5188,PF26485,DUF8156
5189,PF26486,DUF8157
5190,PF26488,DUF8158
5191,PF26489,DUF8165
5192,PF26490,DUF8159
5193,PF26492,DUF8160
5194,PF26493,DUF8161
5195,PF26494,DUF8162
5196,PF26496,DUF8163
5197,PF26498,DUF8164
5198,PF26500,DUF8166
5199,PF26501,DUF8167
5200,PF26506,DUF8168
5201,PF26507,DUF8169
5202,PF26508,DUF8170
5203,PF26509,DUF8171
5204,PF26511,DUF8172
5205,PF26514,DUF8173
5206,PF26525,DUF8174
5207,PF26526,DUF8175
5208,PF26527,DUF8176
5209,PF26538,DUF8177
5210,PF26546,DUF8178
5211,PF26551,DUF8180
5212,PF26552,DUF8181
5213,PF26554,DUF8182
5214,PF26556,DUF8183
5215,PF26559,DUF8184
5216,PF26572,DUF8185
5217,PF26589,DUF8186
5218,PF26598,DUF8187
5219,PF26603,DUF8188
5220,PF26608,DUF8190
5221,PF26609,DUF8191
5222,PF26612,DUF8192
5223,PF26613,DUF8193
5224,PF26614,DUF8194
5225,PF26615,DUF8195
5226,PF26618,DUF8196
5227,PF26620,DUF8197
5228,PF26621,DUF8198
5229,PF26622,DUF8199
5230,PF26624,DUF8200
5231,PF26626,DUF8201
5232,PF26628,DUF8202
5233,PF26630,DUF8203
5234,PF26631,DUF8204
5235,PF26632,DUF8205
5236,PF26633,DUF8206
5237,PF26634,DUF8207
5238,PF26635,DUF8208
5239,PF26636,DUF8209
5240,PF26638,DUF8211
5241,PF26640,DUF8212
5242,PF26641,DUF8213
5243,PF26646,DUF8214
5244,PF26650,DUF8215
5245,PF26651,DUF8216
5246,PF26383,DUF6079
5247,PF26384,DUF6079
5248,PF26385,DUF6079
5249,PF26387,DUF6079
5250,PF26388,DUF6079
5251,PF26293,DUF7855
5252,PF11443,DUF2828
5253,PF26502,DUF8167
5254,PF26503,DUF8167
5255,PF25852,DUF6242
5256,PF25853,DUF6311
5257,PF26236,DUF8054
5258,PF26237,DUF8054
5259,PF25951,DUF7989
5260,PF26238,DUF8054
5261,PF26271,DUF8073
5262,PF26270,DUF8073
5263,PF26272,DUF8073
5264,PF26483,DUF8155
5265,PF26555,DUF8183
5266,PF26590,DUF8186
5267,PF26591,DUF8186
5268,PF26487,DUF8157
5269,PF26438,DUF8108
5270,PF26440,DUF8108
5271,PF25902,DUF7961
5272,PF25903,DUF7961
5273,PF26504,DUF8168
5274,PF26505,DUF8168
5275,PF26495,DUF8161
5276,PF26474,DUF8148
5277,PF26475,DUF8148
5278,PF25365,DUF7881
5279,PF25363,DUF7881
5280,PF26654,DUF8217
5281,PF26655,DUF8218
5282,PF26656,DUF8219
5283,PF26665,DUF8220
5284,PF26666,DUF8221
5285,PF26667,DUF8222
5286,PF26668,DUF8223
5287,PF26675,DUF8224
5288,PF26676,DUF8225
5289,PF26677,DUF8226
5290,PF26678,DUF8227
5291,PF26679,DUF8228
5292,PF26682,DUF8229
5293,PF26686,DUF8230
5294,PF26687,DUF8231
5295,PF26692,DUF8232
5296,PF26694,DUF8233
5297,PF26695,DUF8234
5298,PF26699,DUF8235
5299,PF26703,DUF8236
5300,PF26707,DUF8237
5301,PF26709,DUF8238
5302,PF26711,DUF8239
5303,PF26712,DUF8240
5304,PF26721,DUF8241
5305,PF26727,DUF8242
5306,PF26731,DUF8243
5307,PF26736,DUF8244
5308,PF26739,DUF8245
5309,PF26740,DUF8246
5310,PF26742,DUF8247
5311,PF26746,DUF8248
5312,PF26754,DUF8249
5313,PF26757,DUF8250
5314,PF26770,DUF8251
5315,PF26780,DUF8252
5316,PF26781,DUF8253
5317,PF26782,DUF8254
5318,PF26783,DUF8255
5319,PF26784,DUF8256
5320,PF26785,DUF8257
5321,PF26786,DUF8258
5322,PF26787,DUF8259
5323,PF26788,DUF8260
5324,PF26789,DUF8261
5325,PF26790,DUF8262
5326,PF26792,DUF8263
5327,PF26793,DUF8264
5328,PF26795,DUF8265
5329,PF26796,DUF8266
5330,PF26797,DUF8267
5331,PF26799,DUF8268
5332,PF26800,DUF8269
5333,PF26802,DUF8270
5334,PF26836,DUF8271
5335,PF26839,DUF8272
5336,PF26842,DUF8273
5337,PF26910,DUF8274
5338,PF26916,DUF8275
5339,PF26921,DUF8276
5340,PF26922,DUF8277
5341,PF26923,DUF8278
5342,PF26928,DUF8279
5343,PF26929,DUF8280
5344,PF26930,DUF8281
5345,PF26931,DUF8282
5346,PF26932,DUF8283
5347,PF26933,DUF8284
5348,PF26934,DUF8285
5349,PF26935,DUF8286
5350,PF26936,DUF8287
5351,PF26937,DUF8288
5352,PF26938,DUF8289
5353,PF26939,DUF8290
5354,PF26940,DUF8291
5355,PF26941,DUF8292
5356,PF26942,DUF8293
5357,PF26943,DUF8294
5358,PF26945,DUF8295
5359,PF26948,DUF8296
5360,PF26949,DUF8297
5361,PF26950,DUF8298
5362,PF26951,DUF8299
5363,PF26952,DUF8300
5364,PF26953,DUF8301
5365,PF26962,DUF8302
5366,PF26963,DUF8303
5367,PF26966,DUF8304
5368,PF26969,DUF8305
5369,PF26972,DUF8306
5370,PF26974,DUF8307
5371,PF26975,DUF8308
5372,PF26977,DUF8309
5373,PF26979,DUF8310
5374,PF26982,DUF8311
5375,PF26983,DUF8312
5376,PF26985,DUF8313
5377,PF26988,DUF8314
5378,PF26989,DUF8315
5379,PF26990,DUF8316
5380,PF26991,DUF8317
5381,PF26992,DUF8318
5382,PF26993,DUF8319
5383,PF26994,DUF8320
5384,PF26995,DUF8321
5385,PF26997,DUF8322
5386,PF26998,DUF8323
5387,PF27003,DUF8324
5388,PF27004,DUF8325
5389,PF27005,DUF8326
5390,PF27006,DUF8327
5391,PF27007,DUF8328
5392,PF27009,DUF8329
5393,PF27010,DUF8330
5394,PF27011,DUF8331
5395,PF27012,DUF8332
5396,PF27013,DUF8333
5397,PF27014,DUF8334
5398,PF27019,DUF8335
5399,PF27025,DUF8336
5400,PF27026,DUF8337
5401,PF27029,DUF8338
5402,PF27031,DUF8339
5403,PF27033,DUF8340
5404,PF27037,DUF8341
5405,PF27040,DUF8342
5406,PF27042,DUF8343
5407,PF27043,DUF8344
5408,PF27071,DUF8345
5409,PF27094,DUF8346
5410,PF27110,DUF8347
5411,PF27504,DUF8348
5412,PF27509,DUF8349
5413,PF27615,DUF8350
5414,PF27616,DUF8351
5415,PF27617,DUF8352
5416,PF27619,DUF8353
5417,PF27620,DUF8354
5418,PF27621,DUF8355
5419,PF27622,DUF8356
5420,PF27623,DUF8357
5421,PF27625,DUF8358
5422,PF27633,DUF8359
5423,PF27647,DUF8360
5424,PF27674,DUF8361
5425,PF27819,DUF8362
5426,PF27939,DUF8363
5427,PF27965,DUF8364
5428,PF28038,DUF8365
5429,PF28039,DUF8366
5430,PF28040,DUF8367
5431,PF28041,DUF8368
5432,PF28122,DUF8369
5433,PF28123,DUF8370
5434,PF28130,DUF8371
5435,PF28131,DUF8372
5436,PF28154,DUF8373
5437,PF28160,DUF8374
5438,PF28210,DUF8375
5439,PF28252,DUF8376
5440,PF28254,DUF8377
5441,PF28292,DUF8379
5442,PF28323,DUF8381
5443,PF28346,DUF8382
5444,PF28357,DUF8383
5445,PF28361,DUF8384
5446,PF28363,DUF8385
5447,PF28378,DUF8386
5448,PF28382,DUF8387
5449,PF28383,DUF8388
5450,PF28390,DUF8389
5451,PF28405,DUF8390
5452,PF28429,DUF8391
5453,PF28431,DUF8392
5454,PF28432,DUF8393
5455,PF28433,DUF8394
5456,PF28435,DUF8395
5457,PF28436,DUF8396
5458,PF28437,DUF8397
5459,PF28439,DUF8398
5460,PF28440,DUF8399
5461,PF28442,DUF8400
5462,PF28443,DUF8401
5463,PF28444,DUF8402
5464,PF28445,DUF8403
5465,PF28446,DUF8404
5466,PF28464,DUF8405
5467,PF28465,DUF8406
5468,PF28466,DUF8407
5469,PF28467,DUF8408
5470,PF28468,DUF8409
5471,PF28469,DUF8410
5472,PF28471,DUF8411
5473,PF28474,DUF8412
5474,PF28475,DUF8413
5475,PF28477,DUF8414
5476,PF28478,DUF8415
5477,PF28497,DUF8416
5478,PF28506,DUF8417
5479,PF28509,DUF8418
5480,PF28510,DUF8419
5481,PF28511,DUF8420
5482,PF28513,DUF8421
5483,PF28514,DUF8422
5484,PF28524,DUF8423
5485,PF28525,DUF8424
5486,PF28527,DUF8425
5487,PF28530,DUF8426
5488,PF28531,DUF8427
5489,PF28532,DUF8428
5490,PF28533,DUF8429
5491,PF28534,DUF8430
5492,PF28535,DUF8431
5493,PF28536,DUF8432
5494,PF28541,DUF8433
5495,PF28542,DUF8434
5496,PF28543,DUF8435
5497,PF28550,DUF8436
5498,PF28554,DUF8437
5499,PF28556,DUF8438
5500,PF28557,DUF8439
5501,PF28586,DUF8440
5502,PF28587,DUF8441
5503,PF28238,DUF6701
5504,PF28247,DUF6701
5505,PF28505,DUF1699
5506,PF26671,DUF1631
5507,PF26672,DUF1631
5508,PF26670,DUF1631
5509,PF26684,DUF8230
5510,PF26685,DUF8230
5511,PF26704,DUF272
5512,PF11777,DUF3316
